Claim Number,date_of_loss,Notifier,Loss_code,Loss_description,Notification_period,Inception_to_loss,Location_of_incident,Weather_conditions,Vehicle_mobile,Time_hour,Main_driver,PH_considered_TP_at_fault,Vechile_registration_present,Incident_details_present,Injury_details_present,TP_type_insd_pass_back,TP_type_insd_pass_front,TP_type_driver,TP_type_pass_back,TP_type_pass_front,TP_type_bike,TP_type_cyclist,TP_type_pass_multi,TP_type_pedestrian,TP_type_other,TP_type_nk,TP_injury_whiplash,TP_injury_traumatic,TP_injury_fatality,TP_injury_unclear,TP_injury_nk,TP_region_eastang,TP_region_eastmid,TP_region_london,TP_region_north,TP_region_northw,TP_region_outerldn,TP_region_scotland,TP_region_southe,TP_region_southw,TP_region_wales,TP_region_westmid,TP_region_yorkshire,Incurred,Capped Incurred
115,2004-01-30,PH,LD003,Head on collision,0,173,Main Road,NORMAL,Y,15,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1349,1349
116,2004-01-30,CNF,LD003,Head on collision,0,265,Main Road,NORMAL,N,7,Other,n/k,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,303,303
117,2004-02-02,PH,LD003,Head on collision,81,97,Minor Road,NORMAL,Y,0,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,260,260
118,2004-02-05,Other,LD003,Head on collision,0,66,Minor Road,WET,N,12,Other,n/k,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3203,3203
119,2004-02-05,Other,LD003,Head on collision,0,171,Main Road,NORMAL,Y,9,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
120,2004-02-05,Other,LD003,Head on collision,1,102,Main Road,NORMAL,Y,20,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,247,247
121,2004-02-10,PH,LD003,Head on collision,0,29,Main Road,NORMAL,Y,11,Other,n/k,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2875,2875
122,2004-02-10,PH,LD003,Head on collision,0,134,Minor Road,NORMAL,Y,8,Other,n/k,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1258,1258
123,2004-02-14,Other,LD003,Head on collision,2,70,Main Road,WET,N,15,Other,n/k,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,2004-02-15,PH,LD003,Head on collision,1,193,Home Address,NORMAL,Y,10,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1456,1456
125,2004-02-15,PH,LD003,Head on collision,1,37,Minor Road,NORMAL,Y,10,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,748,748
126,2004-02-17,Other,LD003,Head on collision,23,206,Minor Road,WET,Y,19,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,2004-02-17,PH,LD003,Head on collision,0,233,Minor Road,WET,Y,13,Other,n/k,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,173939,50000
128,2004-02-17,PH,LD003,Head on collision,2,70,Minor Road,WET,N,20,Other,n/k,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,0,0,0,0,0,0,1,0,0,0,0,13968,13968
129,2004-02-17,Other,LD003,Head on collision,0,266,Minor Road,WET,N,16,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4922,4922
130,2004-02-19,PH,LD003,Head on collision,1,305,Minor Road,NORMAL,Y,19,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1769,1769
131,2004-02-21,CNF,LD003,Head on collision,2,77,Minor Road,NORMAL,Y,11,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3174,3174
132,2004-02-22,CNF,LD003,Head on collision,2,257,Minor Road,NORMAL,Y,15,Other,n/k,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1517,1517
133,2004-02-23,Other,LD003,Head on collision,0,64,Minor Road,"SNOW,ICE,FOG",N,7,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,518,518
134,2004-02-25,Other,LD003,Head on collision,0,86,Minor Road,NORMAL,N,9,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,23357,23357
135,2004-02-26,PH,LD003,Head on collision,2,183,Minor Road,"SNOW,ICE,FOG",Y,7,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1042,1042
136,2004-02-27,PH,LD003,Head on collision,1,282,Minor Road,"SNOW,ICE,FOG",N,7,Other,n/k,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,11626,11626
137,2004-02-27,Other,LD003,Head on collision,25,287,Other,N/A,n/k,0,Other,n/k,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15455,15455
138,2004-02-28,CNF,LD003,Head on collision,11,36,Main Road,NORMAL,Y,0,Other,n/k,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,2004-02-28,Other,LD003,Head on collision,2,286,Minor Road,"SNOW,ICE,FOG",N,11,Other,n/k,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4187,4187
140,2004-03-01,Other,LD003,Head on collision,0,308,Minor Road,NORMAL,N,9,Other,n/k,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2023,2023
141,2004-03-02,PH,LD003,Head on collision,0,27,Main Road,NORMAL,Y,7,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,11989,11989
142,2004-03-04,Other,LD003,Head on collision,0,145,Minor Road,WET,N,8,Other,n/k,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
143,2004-03-04,Other,LD003,Head on collision,1,205,n/k,N/A,Y,12,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,781,781
144,2004-03-05,NamedDriver,LD003,Head on collision,0,167,Minor Road,WET,N,9,Other,n/k,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5934,5934
145,2004-03-06,CNF,LD003,Head on collision,2,178,Main Road,N/K,N,4,Other,n/k,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,11147,11147
146,2004-03-11,Other,LD003,Head on collision,0,218,Minor Road,WET,N,8,Other,n/k,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2967,2967
147,2004-03-11,Other,LD003,Head on collision,0,338,Minor Road,WET,N,15,Other,n/k,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3634,3634
148,2004-03-11,Other,LD003,Head on collision,0,296,Minor Road,WET,N,7,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10848,10848
149,2004-03-13,CNF,LD003,Head on collision,2,159,Minor Road,WET,Y,18,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1354,1354
150,2004-03-15,PH,LD003,Head on collision,3,225,Minor Road,WET,Y,19,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4028,4028
151,2004-03-16,PH,LD003,Head on collision,0,229,Minor Road,NORMAL,N,13,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,129265,50000
152,2004-03-17,Other,LD003,Head on collision,0,207,Main Road,NORMAL,N,7,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,80,80
153,2004-03-18,Other,LD003,Head on collision,0,138,Minor Road,WET,N,6,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,6241,6241
154,2004-03-19,Other,LD003,Head on collision,0,54,Minor Road,NORMAL,N,16,Other,n/k,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6964,6964
155,2004-03-21,PH,LD003,Head on collision,2,169,Main Road,N/A,n/k,0,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,2,0,0,0,0,0,0,0,1,0,0,0,0,148185,50000
156,2004-03-22,PH,LD003,Head on collision,1,270,Minor Road,WET,N,15,Other,n/k,1,1,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,41570,41570
157,2004-03-23,Other,LD003,Head on collision,2,170,Minor Road,N/K,N,18,Other,n/k,1,1,1,0,0,1,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,14815,14815
158,2004-03-24,PH,LD003,Head on collision,1,299,Main Road,NORMAL,N,19,Other,n/k,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,5480,5480
159,2004-03-24,PH,LD003,Head on collision,0,223,Main Road,NORMAL,Y,17,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1976,1976
160,2004-03-24,CNF,LD003,Head on collision,6,236,Car Park,NORMAL,n/k,18,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4905,4905
161,2004-03-25,PH,LD003,Head on collision,0,237,Minor Road,WET,Y,10,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1757,1757
162,2004-03-25,PH,LD003,Head on collision,0,118,Minor Road,NORMAL,N,9,Other,n/k,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2447,2447
163,2004-03-26,CNF,LD003,Head on collision,0,253,Minor Road,NORMAL,N,8,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4272,4272
164,2004-03-27,Other,LD003,Head on collision,2,65,Main Road,WET,N,11,Other,n/k,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,437,437
165,2004-03-29,CNF,LD003,Head on collision,1,58,Minor Road,NORMAL,N,15,Other,n/k,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3981,3981
166,2004-03-29,PH,LD003,Head on collision,0,115,Minor Road,NORMAL,Y,7,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
167,2004-03-30,PH,LD003,Head on collision,0,245,Main Road,NORMAL,N,12,Other,n/k,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5046,5046
168,2004-04-01,Other,LD003,Head on collision,1,18,Minor Road,NORMAL,Y,15,Other,n/k,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,2004-04-01,PH,LD003,Head on collision,1,352,Main Road,NORMAL,N,17,Other,n/k,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,102,102
170,2004-04-02,Other,LD003,Head on collision,0,156,Minor Road,NORMAL,Y,9,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,431,431
171,2004-04-04,CNF,LD003,Head on collision,1,306,Main Road,NORMAL,N,13,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,581,581
172,2004-04-05,PH,LD003,Head on collision,1,92,Minor Road,NORMAL,Y,8,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1069,1069
173,2004-04-05,Other,LD003,Head on collision,1,19,Other,N/A,n/k,0,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,16729,16729
174,2004-04-06,PH,LD003,Head on collision,0,191,Minor Road,NORMAL,Y,16,Other,n/k,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1354,1354
175,2004-04-06,CNF,LD003,Head on collision,3,285,Main Road,N/K,N,15,Other,n/k,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,700,700
176,2004-04-07,PH,LD003,Head on collision,0,10,Minor Road,NORMAL,Y,20,Other,n/k,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,79,79
177,2004-04-09,PH,LD003,Head on collision,4,88,Minor Road,NORMAL,Y,11,Other,n/k,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,2113,2113
178,2004-04-09,CNF,LD003,Head on collision,10,8,Other,N/K,N,6,Y,n/k,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,210,210
179,2004-04-11,CNF,LD003,Head on collision,3,320,Home Address,NORMAL,N,11,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3730,3730
180,2004-04-13,Other,LD003,Head on collision,1,313,Main Road,NORMAL,N,18,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,27557,27557
181,2004-04-15,PH,LD003,Head on collision,0,310,Minor Road,NORMAL,Y,16,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1889,1889
182,2004-04-17,Other,LD003,Head on collision,21,2,Main Road,N/K,Y,0,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,2004-04-17,Other,LD003,Head on collision,0,236,Minor Road,NORMAL,N,11,Other,n/k,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1668,1668
184,2004-04-18,PH,LD003,Head on collision,1,176,Car Park,NORMAL,Y,11,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1647,1647
185,2004-04-19,PH,LD003,Head on collision,0,184,Minor Road,NORMAL,Y,12,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,2004-04-19,PH,LD003,Head on collision,0,55,Minor Road,NORMAL,N,9,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
187,2004-04-21,PH,LD003,Head on collision,0,287,Main Road,WET,Y,8,Other,n/k,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,6843,6843
188,2004-04-23,CNF,LD003,Head on collision,13,175,Minor Road,NORMAL,Y,18,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
189,2004-04-25,CNF,LD003,Head on collision,1,288,Main Road,NORMAL,N,15,Other,n/k,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4160,4160
190,2004-04-26,Other,LD003,Head on collision,17,149,Main Road,NORMAL,Y,9,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,2004-04-30,PH,LD003,Head on collision,0,273,Minor Road,NORMAL,N,15,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,5397,5397
192,2004-05-04,PH,LD003,Head on collision,0,135,Minor Road,WET,Y,17,Other,n/k,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,108,108
193,2004-05-04,Other,LD003,Head on collision,0,174,Main Road,NORMAL,N,13,Other,n/k,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1467,1467
194,2004-05-04,Other,LD003,Head on collision,0,64,Main Road,WET,Y,8,Other,n/k,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3899,3899
195,2004-05-06,Other,LD003,Head on collision,0,44,Minor Road,WET,Y,9,Other,n/k,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3169,3169
196,2004-05-07,PH,LD003,Head on collision,0,88,Minor Road,NORMAL,N,18,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2107,2107
197,2004-05-07,PH,LD003,Head on collision,1,297,Main Road,WET,N,17,Other,n/k,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15395,15395
198,2004-05-08,Other,LD003,Head on collision,0,327,Main Road,WET,N,9,Other,n/k,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,88,88
199,2004-05-12,Other,LD003,Head on collision,1,256,Minor Road,NORMAL,Y,18,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,79,79
200,2004-05-12,PH,LD003,Head on collision,0,11,Minor Road,NORMAL,N,9,Other,n/k,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,796,796
201,2004-05-13,Other,LD003,Head on collision,0,263,Minor Road,NORMAL,Y,8,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3170,3170
202,2004-05-13,PH,LD003,Head on collision,0,237,Minor Road,NORMAL,N,13,Other,n/k,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,997,997
203,2004-05-14,PH,LD003,Head on collision,5,258,Minor Road,NORMAL,N,19,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,98,98
204,2004-05-15,Other,LD003,Head on collision,20,69,Main Road,N/K,Y,0,Other,n/k,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,2004-05-15,CNF,LD003,Head on collision,2,166,Minor Road,NORMAL,N,18,Other,n/k,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2200,2200
206,2004-05-18,PH,LD003,Head on collision,1,322,Minor Road,NORMAL,N,18,Other,n/k,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12118,12118
207,2004-05-18,PH,LD003,Head on collision,0,276,Main Road,NORMAL,N,17,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,137,137
208,2004-05-18,Other,LD003,Head on collision,132,118,n/k,N/K,n/k,0,Other,n/k,1,1,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,98,98
209,2004-05-19,PH,LD003,Head on collision,0,332,Minor Road,NORMAL,Y,7,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,2004-05-21,PH,LD003,Head on collision,0,172,Minor Road,WET,Y,16,Other,n/k,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3270,3270
211,2004-05-22,PH,LD003,Head on collision,0,91,Main Road,NORMAL,Y,10,Other,n/k,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,79,79
212,2004-05-24,PH,LD003,Head on collision,1,341,Main Road,NORMAL,N,16,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,14927,14927
213,2004-05-28,PH,LD003,Head on collision,0,218,Minor Road,WET,N,10,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,2004-05-29,CNF,LD003,Head on collision,3,173,Main Road,N/K,N,6,Other,n/k,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12074,12074
215,2004-05-31,Other,LD003,Head on collision,1,13,Main Road,WET,N,19,Other,n/k,1,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,7247,7247
216,2004-06-01,PH,LD003,Head on collision,1,79,Main Road,NORMAL,N,16,Other,n/k,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,15947,15947
217,2004-06-01,CNF,LD003,Head on collision,1,333,Minor Road,WET,Y,16,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4030,4030
218,2004-06-02,Other,LD003,Head on collision,7,360,Main Road,NORMAL,Y,15,Other,n/k,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,2004-06-02,Other,LD003,Head on collision,0,323,Main Road,NORMAL,N,13,Other,n/k,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,2004-06-02,Other,LD003,Head on collision,1,365,Minor Road,NORMAL,Y,19,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
221,2004-06-08,PH,LD003,Head on collision,1,75,Main Road,NORMAL,N,23,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5399,5399
222,2004-06-09,PH,LD003,Head on collision,0,8,Minor Road,NORMAL,Y,15,Other,n/k,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2941,2941
223,2004-06-09,CNF,LD003,Head on collision,42,326,Other,N/K,Y,0,Other,n/k,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,2004-06-10,Other,LD003,Head on collision,0,72,Main Road,NORMAL,N,12,Other,n/k,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1890,1890
225,2004-06-12,Other,LD003,Head on collision,0,202,Minor Road,NORMAL,N,11,Other,n/k,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,443,443
226,2004-06-14,PH,LD003,Head on collision,0,203,Minor Road,NORMAL,N,9,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5325,5325
227,2004-06-15,Other,LD003,Head on collision,1,285,Minor Road,NORMAL,N,11,Other,n/k,1,1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,23371,23371
228,2004-06-15,PH,LD003,Head on collision,0,319,Minor Road,NORMAL,Y,9,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,2004-06-16,PH,LD003,Head on collision,1,43,Minor Road,NORMAL,N,14,Other,n/k,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,32915,32915
230,2004-06-16,PH,LD003,Head on collision,0,58,Minor Road,NORMAL,Y,9,Other,n/k,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3958,3958
231,2004-06-19,Other,LD003,Head on collision,2,263,Minor Road,NORMAL,Y,14,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,78,78
